"","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin"
"palmitoyl.dihydrosphingomyelin..d18.0.16.0..","8.98545003380988e-36","0.689558983891401","1.68184158903801e-14","9.38942127461201e-06","1.08805231719122e-08","1.81988890983284e-34","0.752195772621086","2.11320281141164e-13","2.00022679272347e-05","6.15202914345204e-07","-0.517150875438856","-0.0132960774613203","Inf","Inf","-0.188572870383713","OK_sd","NS","OK_sd","OK_sd","C: Status"
"tricosanoyl.sphingomyelin..d18.1.23.0..","2.35237668372761e-10","0.0670971450856897","1.73705648403229e-24","0.000448753333478191","0.000916384051776256","8.10196741070651e-10","0.100276239957358","4.71437129766363e-23","0.000758354014358536","0.00562684686995647","-0.262461227318692","-0.0608929283067765","Inf","Inf","-0.110012225483183","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER"
"sphingomyelin..d18.2.23.0..d18.1.23.1..d17.1.24.1..","9.75034091551173e-22","0.808112267809757","1.64643150925445e-35","0.708049299622944","2.00265764659928e-06","8.01891674081783e-21","0.851817348836856","1.11710377902914e-33","0.723511219569529","3.64579947531653e-05","-0.396793655482713","0.00808404859773669","Inf","Inf","-0.157233795490326","OK_sd","NS","OK_sd","NS","C: Status"
"sphingomyelin..d18.2.24.1..d18.1.24.2..","3.01993163989629e-33","0.628308535708975","5.72858190142034e-24","0.00034053551110994","5.83913866676832e-11","4.93740630763768e-32","0.696580623330947","1.46673313966555e-22","0.000588670940861386","8.80412352311623e-09","-0.497608307863611","-0.0161135523588813","Inf","Inf","-0.215394093751835","OK_sd","NS","OK_sd","C: Status","OK_sd"
"X1.stearoyl.2.linoleoyl.GPE..18.0.18.2..","4.92231296363992e-15","0.711024633009424","0.202733202903801","8.03004820991535e-11","0.00541294344490791","2.54945751590053e-14","0.768813089238078","0.283325392729617","3.19553531403376e-10","0.0233928797921657","0.324281640212241","-0.0123317581220283","Inf","Inf","0.0923858738897374","OK_sd","NS","NS","OK_sd","OK_sd"
"X1.stearoyl.2.arachidonoyl.GPE..18.0.20.4.","2.2651234603851e-28","0.301857081233818","0.39110923645436","9.45391036762633e-09","0.00619508259478553","2.76916444661493e-27","0.381752152128883","0.486021276436416","2.91567190201567e-08","0.0259466885219875","0.457580130208037","0.0343574556128082","Inf","Inf","0.0909271653215568","OK_sd","NS","NS","OK_sd","C: Status"
"X1.stearoyl.2.linoleoyl.GPC..18.0.18.2..","7.05855866193711e-18","0.0139096754549849","5.24800441446877e-07","0.0296948997130993","0.0129768112710554","4.56117338297555e-17","0.0242614776252115","2.82600872636275e-06","0.0375195334363833","0.0460982536513669","-0.356799563700817","-0.0817355915315863","Inf","Inf","-0.0825575078786118","OK_sd","C: Status, GENDER","OK_sd","OK_sd","C: Status, AGE, GENDER, CENTER_C"
"X1.palmitoyl.2.palmitoleoyl.GPC..16.0.16.1..","5.51298696209392e-16","0.0543948270029201","0.0422752588017344","2.18954429928618e-17","0.124297708876673","3.09137326758737e-15","0.083358842313148","0.0744066487599917","1.72744861286706e-16","0.256061041395262","0.335495892652222","0.0639681658559973","Inf","Inf","0.051128257815905","OK_sd","C: Status, GENDER","C: CENTER_C","OK_sd","NS"
"X1.palmitoyl.2.dihomo.linolenoyl.GPC..16.0.20.3n3.or.6..","9.52214498671701e-11","0.119814298348231","0.00224115737661346","8.05040586630288e-12","0.154353454846349","3.38260490758507e-10","0.169010397981861","0.00547973073885489","3.5468833638224e-11","0.293143376579224","0.268176292138661","-0.0517452220099977","Inf","Inf","0.0473849390899833","OK_sd","NS","OK_sd","OK_sd","NS"
"X1.palmitoyl.2.arachidonoyl.GPE..16.0.20.4..","2.3106525900322e-20","0.497290355578928","0.398182302622054","1.40831803074819e-08","0.0161897738286502","1.74197531370761e-19","0.574806654617211","0.492730995939932","4.20944398177376e-08","0.0546505549390009","0.383017281537955","0.0225910676923585","Inf","Inf","0.0799144916158375","OK_sd","NS","NS","OK_sd","C: Status"
"X1.palmitoyl.2.docosahexaenoyl.GPE..16.0.22.6..","9.63626042333585e-09","0.000177555110853838","4.36612788409543e-05","0.810401113468884","0.103029877790642","2.86763276194446e-08","0.000441286237048824","0.000156328114478034","0.815207050390864","0.220871317791312","0.237635349323395","0.124308464738317","Inf","Inf","0.0542293689583411","OK_sd","OK_sd","OK_sd","NS","NS"
"X1.stearoyl.2.docosahexaenoyl.GPE..18.0.22.6..","1.14749140537821e-28","7.18309699572611e-05","0.00295911026008366","0.0402616877185883","0.0116839377363261","1.41558712463475e-27","0.00018709141311325","0.00703242140618832","0.0496231700582419","0.0428516311032284","0.460102484860191","0.13157953548765","Inf","Inf","0.0837875037487769","OK_sd","OK_sd","OK_sd","OK_sd","C: Status"
"X1.palmitoyl.2.arachidonoyl.GPI..16.0.20.4..","1.15292900345786e-13","0.619487365177844","0.000555232812999205","6.42881079367905e-08","0.184828272721889","5.43237728365387e-13","0.688488414861863","0.00158621247839983","1.75885004980292e-07","0.327858779194253","0.307431856657539","0.016528494872831","Inf","Inf","0.0441183904455991","OK_sd","NS","OK_sd","OK_sd","NS"
"X1.stearoyl.2.linoleoyl.GPI..18.0.18.2.","3.34729733973068e-08","0.0499471966500305","1.05528448662879e-07","0.00665118329551906","0.0147451568515181","9.52260480086903e-08","0.077372540929328","6.47973325047631e-07","0.00932402451654893","0.0505282268876518","-0.228738936293502","-0.065187203528078","Inf","Inf","-0.0810397367211387","OK_sd","C: Status, GENDER","OK_sd","OK_sd","C: Status, AGE, GENDER, CENTER_C"
"gamma.tocopherol.beta.tocopherol","0.1052484834938","0.19699055162161","0.966274048188216","1.47097726760193e-07","0.220766922767328","0.134231383553652","0.262589566356115","0.973447574900824","3.86844215530197e-07","0.373542037649955","0.0671037233136014","0.0429263653760284","Inf","Inf","-0.0407428791374125","NS","NS","NS","OK_nc","NS"
"X1..1.enyl.stearoyl..2.arachidonoyl.GPE..P.18.0.20.4..","0.12773521255032","0.0224513879767828","0.833959533426587","0.00310601862262536","0.449359671875748","0.160755633608485","0.0377061057976414","0.873212258379535","0.00460641231792635","0.610391466201591","0.0630929521775192","0.0758730988868141","Inf","Inf","-0.0251771562840421","NS","OK_sd","NS","OK_sd","NS"
"X1..1.enyl.palmitoyl..2.arachidonoyl.GPE..P.16.0.20.4..","0.0350143514201966","0.0255231794201898","0.1655517179751","0.00682044782763061","0.30160488611921","0.048287067964641","0.0421863026470128","0.238739299991722","0.00951217646669552","0.469355310164872","0.087328008362401","0.0742405607497297","Inf","Inf","-0.034375373287719","C: AGE","OK_sd","NS","OK_sd","NS"
"X1..1.enyl.palmitoyl..2.oleoyl.GPE..P.16.0.18.1..","0.316917750802667","0.000100454287266854","0.87773222988596","0.0135147480845089","0.561224611960589","0.367570416956597","0.000259156782929888","0.903019435902386","0.018086304882326","0.706144151873241","0.0414597843500392","0.128929308555276","Inf","Inf","0.0193387967021871","NS","OK_sd","NS","OK_sd","NS"
"X1..1.enyl.palmitoyl..2.oleoyl.GPC..P.16.0.18.1..","4.65854719065911e-79","0.845457468742999","1.88359133065499e-10","8.43476514062562e-16","7.62658353522566e-08","1.5804121344311e-76","0.884121029247444","1.60756819855272e-09","5.78079610900453e-15","2.87479829369478e-06","-0.779771170168043","0.00648817878189558","Inf","Inf","-0.177520102957826","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X1..1.enyl.palmitoyl..2.linoleoyl.GPC..P.16.0.18.2..","2.17169882844053e-58","7.51019634279272e-06","6.04918815399316e-06","0.000442618479679314","8.62025354918236e-05","2.10499665013843e-56","2.27994103739815e-05","2.67385938924063e-05","0.00074985427830815","0.000812339171266698","-0.667287787031461","-0.148258171902431","Inf","Inf","-0.130144586202926","OK_sd","C: Status","OK_sd","OK_sd","C: Status"
"X1..1.enyl.palmitoyl..2.arachidonoyl.GPC..P.16.0.20.4..","0.000636549107472149","0.0490655767326412","0.4814218338302","0.000508885928927375","0.0588227599621836","0.00113807264669263","0.0760937001442218","0.573060902199632","0.000852540994511663","0.145131791397606","-0.141479099678457","-0.06543955721706","Inf","Inf","-0.0628343975409492","OK_sd","C: Status, CENTER_C","NS","OK_sd","NS"
"sphingomyelin..d18.1.21.0..d17.1.22.0..d16.1.23.0..","2.67001843569152e-05","0.741351225402771","3.49703810592216e-27","0.000390527077758997","0.00270876010475884","5.71485018491072e-05","0.798423502279016","1.1574343194479e-25","0.000666597791847747","0.0135637913732758","-0.173968618272301","-0.0109865686113119","Inf","Inf","-0.0995795613535661","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER"
"behenoyl.dihydrosphingomyelin..d18.0.22.0..","6.01779991876828e-12","0.157587912540794","7.54175558933537e-06","0.000112590144786133","0.626213745202944","2.3947667125421e-11","0.215137623056195","3.23865896668611e-05","0.000206371781867635","0.747380872682845","0.284946541988115","-0.0470163774554764","Inf","Inf","0.0162118614909106","OK_sd","NS","OK_sd","OK_sd","NS"
"sphingomyelin..d18.0.18.0..d19.0.17.0..","6.76645021782133e-16","0.0792713468449445","1.89928687000697e-08","2.73505738576688e-06","0.580076267995628","3.74778487574839e-15","0.116419066740898","1.28866614129973e-07","6.25880754213434e-06","0.715364757141981","0.334461954483997","0.0583667659143299","Inf","Inf","0.0184153195919927","OK_sd","NS","OK_sd","OK_sd","NS"
"N.palmitoyl.sphinganine..d18.0.16.0.","1.62976588923347e-08","0.00120897907719052","0.822248500970668","2.15713381006261e-08","0.338674327472152","4.7973802856612e-08","0.00253176636998077","0.863615492118573","6.33599692695878e-08","0.507263865761269","0.23391998909252","0.107430275724438","Inf","Inf","0.0318406480427501","OK_sd","OK_sd","NS","OK_sd","NS"
"lactosyl.N.palmitoyl.sphingosine..d18.1.16.0.","2.39225651823221e-35","0.000507472744227327","0.00651726082370048","0.000717444804659623","0.00117686851825531","4.44697547293303e-34","0.00114465928397601","0.0141276724245392","0.00117891269943365","0.00682483153535239","-0.513912717439469","-0.115345570665276","Inf","Inf","-0.107683519201588","OK_sd","C: Status","C: Status","OK_sd","C: Status, AGE"
"myristoyl.dihydrosphingomyelin..d18.0.14.0..","3.45992301514515e-17","0.620948658099267","1.70925114803733e-19","5.79621592420267e-11","3.45655239019013e-06","2.12448666586062e-16","0.689547732439203","3.46187135505471e-18","2.354929643456e-10","5.86317699186001e-05","-0.349175689954893","-0.0164595807846628","Inf","Inf","-0.153589241377405","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X5.hydroxyindole.sulfate","0.293630576241026","0.00025323443095104","0.0479179077459762","0.313548665500578","0.285392544595566","0.342022911552852","0.000609289224823689","0.0830454671919408","0.336352204809711","0.449799864130294","0.0434822128549192","0.12134615388502","Inf","Inf","0.0355488605141611","NS","OK_sd","C: AGE","NS","NS"
"phenylacetylglutamate","0.000150066823116255","7.78482943817325e-11","0.125527985616854","0.608367664932589","0.000990149371175094","0.000290086437277433","5.44536780804181e-10","0.188639508839503","0.6265660599365","0.00589312586265176","0.155942872075716","0.214009441786105","Inf","Inf","0.109296304575675","OK_sd","OK_sd","NS","NS","C: Status, AGE"
"palmitoyl.linoleoyl.glycerol..16.0.18.2...1..","6.83541967711118e-15","0.930422939781401","0.0184480275455393","0.169202161077029","0.00153945102764548","3.50025075541127e-14","0.947885832795317","0.0353587194622837","0.188821819557178","0.00835614017805967","0.318009839455535","-0.00290638394242639","Inf","Inf","0.105132786294349","OK_sd","NS","C: Status","NS","C: Status"
"palmitoyl.linoleoyl.glycerol..16.0.18.2...2..","3.27758354844206e-24","0.399979314060058","0.000419516875451077","0.114441141561769","0.00480383182111396","3.11026634631879e-23","0.481180788279698","0.00121952235335894","0.131273566440677","0.021233875508963","0.419858430004658","0.0280108885475361","Inf","Inf","0.0936600442750542","OK_sd","NS","OK_sd","NS","C: Status"
"X1.palmitoyl.2.oleoyl.GPI..16.0.18.1..","1.38132303138621e-06","0.548131800648527","0.0800113831973341","1.97391109371313e-05","0.101548009526314","3.43936762126804e-06","0.619329603230684","0.12864389454832","4.07737258865955e-05","0.2180390014671","0.199970458909479","-0.0199889861591449","Inf","Inf","0.0544637162153561","OK_sd","NS","NS","OK_sd","NS"
"X1..1.enyl.palmitoyl..2.linoleoyl.GPE..P.16.0.18.2..","0.00609425884579138","0.0482899462692638","0.934633579081049","0.137649585121531","0.37269141374566","0.00948384088731526","0.0750623792524524","0.95074795113417","0.156440943894403","0.544036280725151","-0.113608216967948","0.0656647338317006","Inf","Inf","-0.0296670571440413","OK_sd","OK_sd","NS","NS","NS"
"X1.oleoyl.2.linoleoyl.GPE..18.1.18.2..","0.00110127913549057","0.233615583128063","0.700313826936164","7.95162883823535e-05","0.178528895843743","0.0019233407810305","0.305705251981467","0.762701334793238","0.000147610948474492","0.320031323196777","0.13516185109018","-0.0396326172400623","Inf","Inf","0.0447586799516756","OK_sd","NS","NS","OK_sd","NS"
"X1.linoleoyl.GPA..18.2..","4.22922595034339e-21","0.227117469248125","0.151638649808277","1.58354273071945e-05","0.000511967978267956","3.27946263692342e-20","0.299512542050249","0.221978045080724","3.30594997782506e-05","0.00340559091426283","-0.390465044936543","0.0401885359157072","Inf","Inf","-0.115267620515335","OK_sd","NS","NS","C: Status","C: Status"
"X1.oleoyl.2.docosahexaenoyl.GPC..18.1.22.6..","3.10493866755183e-32","0.0011554521705409","1.66960848145736e-09","3.34060493067478e-08","7.77418674279764e-05","4.84299054237682e-31","0.00243581606100662","1.26573112253499e-08","9.5035658090685e-08","0.000753540814998314","-0.489564041675662","0.107855989259835","Inf","Inf","-0.130959172554499","OK_sd","OK_sd","OK_sd","C: Status","C: Status, GENDER, CENTER_C"
"X1.linoleoyl.2.arachidonoyl.GPC..18.2.20.4n6..","1.25461766876868e-13","0.0177204195834477","0.0312628264699439","1.73881113581634e-05","7.10892193582312e-05","5.85057105333023e-13","0.0302473073896083","0.0567920421950653","3.61896734862388e-05","0.000699043990355941","-0.306966016383943","-0.0788145757509699","Inf","Inf","-0.13166076298124","OK_sd","C: Status","C: Status","OK_sd","C: Status, AGE, GENDER, CENTER_C"
"X1.myristoyl.2.arachidonoyl.GPC..14.0.20.4..","3.1101641557649e-08","0.385794849550885","2.04143776256704e-08","4.34560439614538e-12","0.957441144719842","8.86658142725414e-08","0.467431795393349","1.37822439990223e-07","2.01262292340249e-11","0.978572817937927","0.229272948314454","-0.0288628692678351","Inf","Inf","0.00177636410180557","OK_sd","NS","OK_sd","OK_sd","NS"
"X1..1.enyl.palmitoyl..2.palmitoleoyl.GPC..P.16.0.16.1..","1.70757318572769e-45","0.0956505482178117","7.00824492311368e-11","3.8393127190713e-09","4.02642776581705e-08","6.6205051800928e-44","0.138082759501671","6.17544698744498e-10","1.24046365709042e-08","1.88409050972887e-06","-0.586316794109961","-0.0554242304507713","Inf","Inf","-0.181220907021337","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X1..1.enyl.palmitoyl..2.palmitoyl.GPC..P.16.0.16.0..","2.17391972442829e-48","0.332075622470688","0.00374228858125069","4.25363158140893e-05","6.10574878968916e-06","1.0172445055342e-46","0.414941638759414","0.00877078688213676","8.23420550067321e-05","9.20611234178688e-05","-0.605467374137912","-0.0322781584904148","Inf","Inf","-0.149698419240793","OK_sd","NS","C: Status","OK_sd","C: Status"
"X1.stearoyl.2.oleoyl.GPI..18.0.18.1..","1.14265882260119e-10","0.572303397863676","0.00593517366099822","2.27173326975446e-08","0.02129726250791","4.04853269522146e-10","0.641806350863283","0.0131490681569624","6.61532628123777e-08","0.0681612859038536","-0.26693783872837","-0.0187943317423898","Inf","Inf","-0.0765369149717841","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"X1.oleoyl.2.arachidonoyl.GPE..18.1.20.4..","6.8739226156138e-10","0.346460833426504","0.542592708223025","2.39498941386535e-05","0.025376965137764","2.29751551462757e-09","0.430064103354609","0.63093256645985","4.86558927323178e-05","0.0773854869481927","0.255467942235806","0.0313313504368675","Inf","Inf","0.0743143070857523","OK_sd","NS","NS","OK_sd","C: Status"
"X1.oleoyl.2.docosahexaenoyl.GPE..18.1.22.6..","0.00273965182215493","0.0518980596435786","0.376872333098996","0.371644508991908","0.0511877748314849","0.00450631214868392","0.0799383279640592","0.47222138136227","0.394617839359952","0.129262567086086","0.122550077829412","0.064641775169477","Inf","Inf","0.0648383427735079","OK_sd","C: Status","NS","NS","NS"
"X1..1.enyl.stearoyl..2.linoleoyl.GPE..P.18.0.18.2..","2.95884979660857e-06","0.0104876127572414","0.0960070072003378","0.0527109507715318","0.584345691863446","7.08140947795032e-06","0.0186035170085968","0.150267022803758","0.0636376870079792","0.71760823878615","-0.193590719552793","0.0850381748125223","Inf","Inf","-0.0182081517968614","OK_sd","OK_sd","NS","C: AGE","NS"
"X1.linoleoyl.GPG..18.2..","2.11355522604296e-09","0.000173831864350262","0.470767491248379","1.0450645633875e-16","0.611757187386489","6.66998707381463e-09","0.000433621029270783","0.563840675749382","7.7282229254039e-16","0.736605592975568","0.245912535648143","-0.124483235001091","Inf","Inf","0.0168942362347485","OK_sd","C: CENTER_C","NS","OK_sd","NS"
"thioproline","0.00793993302462057","0.0156487690418404","3.02897992204614e-13","1.75856217493763e-20","0.040576720991068","0.01209258037532","0.0270170223788517","3.42527146184718e-12","1.90909509711229e-19","0.11123759673713","0.109961028484428","0.0803251531003757","Inf","Inf","0.0680872470244494","C: GENDER","C: Status, GENDER, CENTER_C","OK_sd","OK_sd","NS"
"palmitoylcholine","3.33023591345118e-76","0.464047761763062","0.000875403496594499","1.04789463395307e-16","1.09974715902024e-07","9.03826026910651e-74","0.544734267052314","0.00237110288398949","7.7282229254039e-16","3.82655614048839e-06","-0.765216502107643","-0.0243691490846523","Inf","Inf","-0.17536406865817","OK_sd","NS","C: Status","OK_sd","C: Status"
"X2.methylserine","0.348927964435565","0.508770043835142","0.0361741491096541","8.7387565554741e-05","0.997658006503713","0.398565023349379","0.583108910037406","0.0647603170736156","0.000161559845310332","0.999130564446892","-0.0388010862031746","0.0219919469930883","Inf","Inf","-9.77063089361039e-05","NS","NS","OK_sd","OK_sd","NS"
"glycocholate.glucuronide..1.","5.03042641235313e-05","0.000602552233726626","0.811534279425256","0.000231600744211499","0.00823215498790492","0.000103742988473605","0.00132737561877765","0.855009330108752","0.000407101308154151","0.0326818702276577","0.14835308420347","0.113819000460109","Inf","Inf","0.0877879426779058","OK_sd","C: Status","NS","OK_sd","C: Status, CENTER_C"
"glycochenodeoxycholate.glucuronide..1.","6.83463664123146e-21","0.392428960951476","7.76052645039486e-19","7.7341738345424e-10","1.71010096462636e-06","5.23988809161079e-20","0.473777669049068","1.46264366572025e-17","2.740280389941e-09","3.3151528699971e-05","0.388374444684308","0.0284620770190011","Inf","Inf","0.158273057229158","OK_sd","NS","OK_sd","OK_sd","OK_sd"
"X.S..3.hydroxybutyrylcarnitine","1.27110158630108e-36","7.41169629309287e-24","0.000125610789522326","1.30015878343622e-08","8.89905352364978e-11","2.69513258220401e-35","3.59202566775965e-22","0.00041472954107493","3.89473613492924e-08","1.09781960287207e-08","0.523559019690273","0.32603629046389","Inf","Inf","0.213362176170809","OK_sd","OK_sd","OK_sd","OK_sd","OK_sd"
"glycosyl.N.palmitoyl.sphingosine..d18.1.16.0.","7.69052367837325e-16","0.563433327362684","0.610458309017555","0.003746688628507","0.437414259117107","4.21280325320403e-15","0.633454039131037","0.690902356411027","0.00545370172967686","0.601999137547581","-0.333814322884119","-0.0192298412699139","Inf","Inf","-0.0258453702365294","OK_sd","NS","NS","OK_sd","NS"
"methylsuccinoylcarnitine","0.0681504464884938","3.73760963210815e-14","0.137285134589315","0.00670501544211589","0.552286170043281","0.089266559734446","4.09027118610545e-13","0.20249557351924","0.00938978942719428","0.700422740886666","-0.0755570199856839","0.248029744876765","Inf","Inf","0.0197818657285612","C: CENTER_C","OK_sd","NS","C: AGE","NS"
"catechol.glucuronide","5.98347871855589e-06","0.00115598050352857","0.534013025301134","0.0198593243560878","0.347561402093889","1.37387150948906e-05","0.00243581606100662","0.625242170261984","0.0258877071577436","0.51679346934675","-0.146921477509004","0.107851699135156","Inf","Inf","-0.0312599550527732","OK_sd","OK_sd","NS","C: Status, AGE","NS"
"ascorbic.acid.2.sulfate","0.0406155669517205","6.96807568216059e-09","0.0767308767985202","0.0303860152431208","0.764564238035305","0.0552811678570558","3.62286540256396e-08","0.124104648171146","0.038290371381693","0.84737521252007","-0.0848113346891936","0.191011077569468","Inf","Inf","-0.00996900070508453","OK_sd","OK_sd","NS","OK_sd","NS"
"oleoylcholine","1.37733882773265e-73","0.696776300543317","0.000909621892653611","3.16420783433259e-18","6.13415532841212e-07","2.67006969890458e-71","0.756420351869825","0.002449120849863","2.7882013189541e-17","1.57057524163307e-05","-0.751627600468113","-0.0129706433353045","Inf","Inf","-0.16486392475381","OK_sd","NS","C: Status","OK_sd","C: Status"
"arachidonoylcholine","1.54298321888932e-58","0.131880328617453","0.000744591016043733","6.75629116820836e-11","9.96878926623357e-08","1.61063709848677e-56","0.182800414641352","0.00207903293985874","2.71251098084578e-10","3.55990711428393e-06","-0.66816265778919","-0.050123132764984","Inf","Inf","-0.175945143124202","OK_sd","NS","C: Status","C: Status","C: Status"
"docosahexaenoylcholine","8.60028288859302e-71","0.489941679278758","9.57851884865233e-07","7.79311029305378e-19","7.77282022222883e-09","1.2967315422023e-68","0.568734695279105","4.90492455759291e-06","7.3952801871846e-18","4.79441683707478e-07","-0.736834331291968","0.0229784534976546","Inf","Inf","-0.190416047253364","OK_sd","NS","OK_sd","OK_sd","C: Status"
"palmitoloelycholine","1.00092381250846e-45","0.975432532093456","6.39117528364176e-06","1.90630866969334e-12","2.01499602541444e-06","3.99486356933524e-44","0.981550888392982","2.80673943686145e-05","9.14085111227514e-12","3.64579947531653e-05","-0.586964425709838","-0.00102509761758047","Inf","Inf","-0.157193239821026","OK_sd","NS","OK_sd","OK_sd","C: Status"
"dihomo.linolenoyl.choline","3.20718337866445e-45","0.15885440737544","2.32929901613635e-05","1.20871233596767e-10","1.11504941073506e-05","1.17625617428315e-43","0.216648674179369","8.80462051503349e-05","4.74052786100615e-10","0.0001517134671428","-0.584527285741879","-0.0468736214463977","Inf","Inf","-0.145470671115496","OK_sd","NS","OK_sd","OK_sd","C: Status"
"eicosapentaenoylcholine","2.47568544133884e-55","0.0113363742200799","0.000213622847279277","1.43230543054136e-25","5.06836422031015e-07","1.86639174660934e-53","0.0199785192424006","0.000664876614123803","2.11265051004851e-24","1.35980369846901e-05","-0.648586004340268","0.0841386885538438","Inf","Inf","-0.166062381823811","OK_sd","C: CENTER_C","OK_sd","OK_sd","C: Status"
"caffeic.acid.sulfate","0.0143833750046496","6.00124278392396e-07","4.78860154470615e-05","0.0680835704889762","0.00112397334291769","0.0211694575719192","2.24343979553301e-06","0.000170954167047231","0.0807599695398083","0.00657427511353147","0.0998716098758138","0.165001917683034","Inf","Inf","0.108114925890622","C: AGE, sitagliptin","OK_sd","OK_sd","C: Status, AGE, sitagliptin","OK_sd"
"X1.linoleoyl.2.linolenoyl.GPC..18.2.18.3..","9.13936459802833e-32","0.645747677353477","1.9163660405094e-05","3.52294644136744e-06","0.000965482780538642","1.39349637747466e-30","0.712422437535503","7.53770642600365e-05","7.95447307975976e-06","0.00583091116872928","-0.485791871655324","-0.0153004514232887","Inf","Inf","-0.10953004748115","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"X1.palmitoleoyl.2.linolenoyl.GPC..16.1.18.3..","4.88407648098756e-07","0.504677326461849","1.05324950038781e-06","3.52408831131746e-07","0.0179271624769213","1.25287179294898e-06","0.580871189150746","5.33305810457561e-06","8.87233365205527e-07","0.0594796075334528","-0.207849976707986","0.0222047190748383","Inf","Inf","-0.0786724490293402","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"hexadecadienoate..16.2n6.","0.0218910088129553","0.0325670989382843","2.17793984320711e-07","6.9148367855686e-06","0.683130793659374","0.0312366971179604","0.052863101984751","1.25231540984409e-06","1.50134936288265e-05","0.792314946150231","0.0949518821083249","0.0710572975389152","Inf","Inf","-0.0135870006692569","C: AGE","OK_sd","OK_sd","OK_sd","NS"
"X1.eicosapentaenoylglycerol..20.5..","0.000313905972959846","1.50957457056895e-08","0.868859932318942","6.59169661554857e-09","0.576987547324947","0.000581132885820615","7.42207497196403e-08","0.895248996322554","2.0563062775401e-08","0.715043015269364","-0.149216593003306","0.18676066640264","Inf","Inf","-0.0185656403048662","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"palmitoleoylcarnitine..C16.1..","0.146869916851593","1.15500728475842e-14","0.633311398799997","2.74099491824149e-18","0.200553559468416","0.182678714177462","1.3870308720506e-13","0.707328039647404","2.4470592789827e-17","0.346925093689646","-0.0600933952938771","0.252820449924381","Inf","Inf","-0.0425873992232468","NS","OK_sd","NS","OK_sd","NS"
"pimeloylcarnitine.3.methyladipoylcarnitine..C7.DC.","8.59932353886839e-41","5.14027224458514e-05","0.589377365709863","3.37737648386411e-08","2.19523164283212e-06","2.24409270043162e-39","0.000139357138084961","0.67152400106489","9.58807508076066e-08","3.91964386753051e-05","-0.552117300853283","0.134174875846923","Inf","Inf","-0.156626498894594","OK_sd","OK_sd","NS","C: Status","C: Status"
"X4.acetamidobenzoate","1.18868242285868e-09","0.000363016361074339","0.338723850245284","4.1035715605434e-05","0.0267928992797996","3.8589522675101e-09","0.000850800003416025","0.432000248856063","7.96644722125521e-05","0.0807381678698119","-0.177871450808403","0.118271986698994","Inf","Inf","-0.0736150430114113","OK_sd","OK_sd","NS","OK_sd","C: Status, AGE, CENTER_C"
"X4.hydroxyphenylacetylglutamine","6.2626819959077e-22","4.12356870447369e-21","1.62260590873916e-10","0.310689487182065","0.000137323783453345","5.213778814998e-21","1.3013215655746e-19","1.39359254313863e-09","0.333812853607334","0.00115744331767819","0.398657016577097","0.306303281319106","Inf","Inf","0.126412326886643","OK_sd","OK_sd","OK_sd","NS","C: Status"
"indolepropionylglycine","8.52690465710973e-28","0.149420038852798","0.000442325251335966","8.66575690929817e-06","4.95349911184835e-05","9.56281786751893e-27","0.205018192844537","0.00128255420098912","1.85773019366787e-05","0.000513512050013686","-0.431067001465693","-0.047958549325684","Inf","Inf","-0.134459048794038","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X2.3.dihydroxy.2.methylbutyrate","0.00957995746069155","2.27774284827844e-10","2.43411640176571e-07","0.012580218623358","0.000777366142422254","0.0144444469712871","1.4648801161677e-09","1.38204851765526e-06","0.0169190849077272","0.00490665954861189","0.107120539011282","0.208755183003403","Inf","Inf","0.111519955123259","C: AGE","OK_sd","OK_sd","AD","OK_sd"
"X2..O.methylcytidine","2.23877082314048e-08","0.280202701112418","0.000789159572667582","0.510534555797483","0.0326764584654092","6.47763754158132e-08","0.358036784754756","0.00217660475632095","0.530877695185582","0.0939448180880514","-0.231647597514004","0.0359339683734261","Inf","Inf","-0.0710127385736676","OK_sd","NS","OK_sd","NS","C: Status"
"X2..O.methyluridine","0.0185861529900477","0.882919475626073","0.00815209890115815","0.00350801067938063","0.0160042588719335","0.0269171927507948","0.912415112166191","0.0173937078755843","0.00515749782439817","0.0541590505965429","-0.0974969606762637","0.00490214246446333","Inf","Inf","-0.0800539351297422","OK_sd","NS","OK_sd","OK_sd","C: Status"
"naringenin.7.glucuronide","0.00818629054467416","0.0161462176447537","0.299832822895553","0.000794322861329327","0.582805020979023","0.0124259466097571","0.0278050981521964","0.391977977523377","0.00129554822454795","0.716412427693579","0.0604001681569768","0.0799471044603744","Inf","Inf","0.0182828290696052","C: CENTER_C","C: Status","NS","OK_sd","NS"
