"","Status","AGE","GENDER","CENTER_C","GLYCATHB","Status","AGE","GENDER","CENTER_C","GLYCATHB","Status","AGE","GENDER","CENTER_C","GLYCATHB","Status","AGE","GENDER","CENTER_C","GLYCATHB"
"isoeugenol.sulfate","0.000545957754632872","0.000214290968767714","0.464974481502142","1.20849438749182e-13","0.0815235357004915","0.000990460792829956","0.000524896831440051","0.561361540390042","6.69357911765877e-13","0.111752889331655","0.140294497426187","0.123222754673344","Inf","Inf","0.0581602153418722","OK_sd","OK_sd","NS","OK_sd","NS"
"tyramine.O.sulfate","5.45933081653229e-11","1.13771527095606e-07","2.97529952108728e-13","0.00771190884645464","4.89718668556026e-10","2.02412893935364e-10","4.85496736694141e-07","3.39284155471886e-12","0.0107114230344309","2.01378252494099e-09","0.273078905159785","0.175835414341001","Inf","Inf","0.205704975809972","OK_sd","OK_sd","OK_sd","C: GLYCATHB","C: Status"
"X3.hydroxypyridine.sulfate","0.00204533807334073","4.23826431674144e-19","0.00224521082179943","8.68544853554861e-11","0.00113122293720856","0.00341392837087746","9.27633012551312e-18","0.00549955069527407","3.44624376103493e-10","0.0021350062945647","-0.128453222621757","0.291908927726571","Inf","Inf","-0.108473721728504","C: CENTER_C","OK_sd","C: AGE","OK_sd","C: CENTER_C"
"X4.methylguaiacol.sulfate","0.494032651990383","6.84222978823907e-16","0.20787291741274","0.00193890451180092","0.800014117853784","0.545042527439797","9.7735850764636e-15","0.289911149978508","0.00299328034415682","0.833808877056517","0.0284480113027719","0.264949517671278","Inf","Inf","-0.00846533229298527","NS","OK_sd","NS","OK_sd","NS"
"phenylacetylcarnitine","8.83567594903018e-05","6.69488332575397e-10","0.0297961144253532","0.837675126717637","0.0114951862639214","0.000177105055581004","4.06207370272896e-09","0.0547877063349651","0.8426428072319","0.0188621133738105","0.163316946630303","0.204112045829378","Inf","Inf","0.0843034698217793","OK_sd","OK_sd","C: Status, AGE","NS","C: Status, AGE, GENDER"
"arabonate.xylonate","0.969174499288945","5.94896008981747e-33","0.244280719805223","0.000556612883747543","0.43872791320151","0.97492201299859","1.34545647364705e-30","0.333154710327324","0.000935964911084778","0.499877227719941","-0.00161550888529888","0.38414321655838","Inf","Inf","0.0258718754219019","NS","OK_sd","NS","OK_sd","NS"
"methyl.4.hydroxybenzoate.sulfate","0.311083274826318","0.802740481506696","6.04617231198078e-21","3.89056986933459e-05","0.335958761871956","0.361421236249412","0.847718936501624","1.32333158505773e-19","7.6183308985383e-05","0.395743090156462","-0.0422001030683088","0.0083474821050842","Inf","Inf","-0.0321448673160377","NS","NS","OK_sd","OK_sd","NS"
"X1.dihomo.linolenylglycerol..20.3.","0.105926072268305","0.589053731684805","0.587392947493942","0.000154449350679421","0.836797678671468","0.134968713678958","0.660070944588175","0.669262997270595","0.000279078254157089","0.862617060050501","0.0673534027017794","0.0180506414784459","Inf","Inf","0.00688352638265942","NS","NS","NS","OK_nc","NS"
"N.acetylhistamine","1.12302378821712e-10","0.812828373726096","0.43597909135971","6.63475337244098e-06","2.70184045596095e-11","3.99985113021163e-10","0.855708381028947","0.529654097560542","1.46396102868332e-05","1.2774904176791e-10","0.175494061991535","-0.00791230915938534","Inf","Inf","0.219892525604496","OK_sd","NS","NS","OK_sd","OK_sd"
"vanillic.alcohol.sulfate","0.00557877811136794","0.404990018050379","0.741296906335155","0.0432275111673217","0.0118275097998854","0.00882227586517887","0.486346419906518","0.795209408614075","0.0528466059946446","0.0193139961473459","0.106803087416981","0.0278223478734141","Inf","Inf","0.0839702645744843","OK_sd","NS","NS","C: Status","C: Status"
"X4.vinylguaiacol.sulfate","6.07401209513842e-06","7.53573334472359e-06","1.16059622200933e-09","2.80097299342719e-05","0.00174505767790975","1.40896314753895e-05","2.31357243185292e-05","9.05131651302679e-09","5.59782084253417e-05","0.00321308448971985","0.184718096594693","0.148806242523986","Inf","Inf","0.10432644596221","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, AGE, GENDER"
"vanillactate","0.000352018250533941","1.90420673048215e-15","0.21681176579261","2.10903941215223e-08","0.0598749322150444","0.000657068453885224","2.50874614880027e-14","0.301757503774945","6.14155897487249e-08","0.0836769135075338","0.1488584316246","0.260963793605786","Inf","Inf","0.0628190634990338","OK_sd","OK_sd","NS","OK_sd","C: AGE, CENTER_C"
"eugenol.sulfate","7.39220670942743e-07","0.000228215503432233","0.125435895300291","1.13723789731216e-11","4.83747496501094e-05","1.87149710908452e-06","0.000556993593808525","0.188710099692345","5.0432412635706e-11","0.000111261924195252","0.20602660088824","0.122694108642351","Inf","Inf","0.135161119964707","OK_sd","OK_sd","NS","OK_sd","C: Status, CENTER_C"
"pregnanolone.allopregnanolone.sulfate","0.712393916725847","4.38538288887656e-14","0.142909773100967","4.17353683512827e-05","0.492329317450501","0.748234167954315","4.83818258553292e-13","0.210334666049905","8.05617280977107e-05","0.552597918759578","0.0144237728791379","-0.248304444274956","Inf","Inf","-0.0229413694816534","NS","OK_sd","NS","OK_sd","NS"
"X2.methoxyresorcinol.sulfate","0.296561686685289","0.0180186381557963","0.249696816968821","0.025081338245917","0.213270910661383","0.346926042096497","0.0308728434058278","0.340199378139247","0.0321088452827447","0.266000575153949","0.0408683215499621","0.0789157090325111","Inf","Inf","0.0415735074088392","NS","OK_sd","NS","OK_sd","NS"
"X2.acetamidophenol.sulfate","1.43028464233993e-15","1.24301806820572e-06","0.0154877834192171","1.00894932304704e-27","4.20409779081964e-13","7.76358503862112e-15","4.35859307120198e-06","0.0306816381020111","1.75531311714723e-26","2.49124921490928e-12","-0.332348973080642","0.160969649833944","Inf","Inf","-0.238723090847123","OK_sd","OK_sd","C: AGE","OK_sd","C: Status"
"p.cresol.glucuronide.","0.576972141193098","3.51156404887125e-13","0.288404962198773","1.00974074724013e-06","0.59627785153571","0.623865494501223","3.42819598152394e-12","0.380705772085346","2.41235597536066e-06","0.649918911272255","-0.0232366923179368","0.239501396670349","Inf","Inf","-0.0177016147744631","NS","OK_sd","NS","OK_sd","NS"
"acesulfame","0.0266702798089543","0.000935239629771827","0.624517159073192","0.0190749922712119","0.0303670438167568","0.0376995517716156","0.00198921657931092","0.6997817065821","0.0250094343111445","0.0460940474936677","0.0795073566453003","-0.11025008469208","Inf","Inf","0.0722621552713059","AD","OK_sd","NS","OK_sd","C: CENTER_C"
"propyl.4.hydroxybenzoate","0.000240487172922042","0.0123548338403431","0.856795924234875","0.200212103331864","0.00479640063941711","0.000452945709255941","0.0218300905225854","0.892303967142537","0.221785978956195","0.00830193324960334","-0.146918662891356","-0.0834581751861401","Inf","Inf","-0.0940402683980341","OK_sd","C: Status","NS","NS","C: Status, AGE"
"X6.hydroxyindole.sulfate","0.00261217887877556","1.31638402239089e-06","0.00115704387188916","0.018069983672183","0.0524374843418077","0.00430707987666881","4.58034132919088e-06","0.00303109755628106","0.0237376261792375","0.0738916575823812","0.125390125129559","0.160596436127354","Inf","Inf","0.0647450404077525","C: AGE","OK_sd","OK_sd","OK_sd","C: Status, AGE, GENDER, CENTER_C"
"X4.methoxyphenol.sulfate","1.65805808880374e-10","0.000247765854652607","0.725332133126753","2.25689387133948e-25","1.43382322983719e-08","5.78402269024854e-10","0.000599319545033132","0.78304432831254","3.29312363807277e-24","5.13376813427196e-08","-0.265250345973677","0.122000751502712","Inf","Inf","-0.187763428155759","OK_sd","OK_sd","NS","OK_sd","C: Status, CENTER_C"
"propyl.4.hydroxybenzoate.sulfate","0.791901291811939","0.373061831685474","5.91817554289374e-15","0.00097854305703951","0.655805191301281","0.82076424794158","0.455256210069414","7.79705263272505e-14","0.00158081301000311","0.706291781425269","-0.00977990862820716","-0.0297596719004865","Inf","Inf","0.0148935267641067","NS","NS","OK_sd","OK_sd","NS"
"umbelliferone.sulfate","6.81961819485996e-08","0.413152635905845","0.0145735664011887","1.15189511352671e-11","1.11352290307988e-05","1.90025090152463e-07","0.492345386526738","0.0291686277380723","5.09160152786887e-11","2.76243250361864e-05","0.221151006653117","0.0273419479493434","Inf","Inf","0.146041830488352","OK_sd","NS","C: Status","OK_sd","C: Status, CENTER_C"
"sphingomyelin..d18.1.20.0..d16.1.22.0..","0.00621545791169933","0.789714804927053","1.88058112382613e-11","0.790797717468921","0.0367747846555108","0.00977332142082965","0.837221086160946","1.78457943009235e-10","0.79963673815598","0.0542428073668784","-0.113983126907198","-0.00891149522075758","Inf","Inf","-0.0696983135879314","OK_sd","NS","OK_sd","NS","C: Status, GENDER"
"sphingomyelin..d18.1.20.1..d18.2.20.0..","5.67016397901338e-11","0.33732468319986","1.06203827657128e-29","0.00349297362340462","1.2748886073684e-09","2.09087296726118e-10","0.419953756974505","4.50370606658508e-28","0.00514654202710105","5.07338369559801e-09","-0.272939936653523","-0.0320541723754518","Inf","Inf","-0.200789363462245","OK_sd","NS","OK_sd","C: Status","C: Status"
"sphingomyelin..d18.1.20.2..d18.2.20.1..d16.1.22.2..","2.25732359239145e-07","0.1281095387542","5.93229611516496e-28","0.350590245194347","8.17368930987857e-08","6.05373145232252e-07","0.178302199066103","2.11845416533654e-26","0.374607057266715","2.60981091611887e-07","-0.215638589238047","-0.0508143956961729","Inf","Inf","-0.177793907730381","OK_sd","NS","OK_sd","NS","C: Status"
"behenoyl.sphingomyelin..d18.1.22.0..","0.0220061420127757","0.0187141173460117","3.48858682099305e-10","0.0552135269496404","0.227148761822633","0.031768441182273","0.0319434682245759","2.90430203440955e-09","0.0662464686743254","0.281764345249297","-0.0954076699034748","-0.0784481279286213","Inf","Inf","-0.0403424622550015","C: GENDER","C: Status, GENDER","OK_sd","C: GENDER","NS"
"sphingomyelin..d18.1.22.1..d18.2.22.0..d16.1.24.1..","1.07789346978125e-16","0.29048275237685","2.40934610352193e-28","0.140516234517835","9.8495417005662e-13","6.52991713613018e-16","0.369779638813682","9.34137903565504e-27","0.159032969341703","5.47779839658538e-12","-0.345574142593268","-0.0353128397899996","Inf","Inf","-0.235003933553663","OK_sd","NS","OK_sd","NS","C: Status"
"sphingomyelin..d18.1.22.2..d18.2.22.1..d16.1.24.2..","1.61503638167387e-13","0.475777463045619","6.27190724234148e-36","0.657253484985792","1.52952519094567e-11","7.63625216003985e-13","0.551349288943557","4.72832118214299e-34","0.676701805102974","7.43930352728773e-11","-0.307311480535724","-0.0238266104628268","Inf","Inf","-0.222566828085246","OK_sd","NS","OK_sd","NS","C: Status"
"lignoceroyl.sphingomyelin..d18.1.24.0.","2.41907286951513e-09","0.000795348667611624","4.69960717691596e-07","0.0303771776360806","0.000461461459223598","7.76047726697879e-09","0.00172686102711836","2.60300691390815e-06","0.0381683611594087","0.00092496779935956","-0.248556754158922","-0.111742961574934","Inf","Inf","-0.11663276111092","OK_sd","C: Status, GENDER, GLYCATHB","OK_sd","AD","C: Status, GENDER"
"sphingomyelin..d17.1.16.0..d18.1.15.0..d16.1.17.0..","3.6693244472961e-13","0.317789667110338","9.57521813716402e-16","0.00888827592159419","5.16750706981083e-10","1.63791884045421e-12","0.399666893668886","1.42786494638809e-14","0.0122575105951253","2.11852178058408e-09","-0.302725519829069","0.0333746073010787","Inf","Inf","-0.205432170839832","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X2.docosahexaenoylglycerol..22.6..","4.19797391988217e-06","0.15605278773786","0.0372538591515088","0.0604895334026065","1.0281299785025e-06","1.00116882412656e-05","0.212400835466676","0.0663431586202066","0.0720037691467869","2.85311325322677e-06","-0.189744124237845","0.0473744567118918","Inf","Inf","-0.162198875016179","OK_sd","NS","C: Status, GLYCATHB","C: Status, GENDER, GLYCATHB","C: Status"
"dopamine.4.sulfate","2.98052262530793e-06","1.0479609258661e-06","0.101220989676005","0.00501873435246093","3.55149595144709e-07","7.23536529971889e-06","3.76212427619126e-06","0.157341052520425","0.00715426581919929","1.03683417087215e-06","0.193965292615561","0.162075559865077","Inf","Inf","0.168920092879836","OK_sd","OK_sd","NS","C: Status, GLYCATHB","C: Status"
"dopamine.3.O.sulfate","8.44926251825269e-06","9.02536478104483e-06","0.0089692503184036","3.95575212121036e-07","2.16199614402046e-07","1.92376665054847e-05","2.72164889063952e-05","0.018987944901831","9.88573780567672e-07","6.47644319522244e-07","0.185517165505701","0.147535332724211","Inf","Inf","0.171969370796384","OK_sd","OK_sd","C: AGE","OK_sd","C: Status"
"daidzein.sulfate..2.","0.000117348329530442","0.313144183214786","0.482467459601658","9.93131332457011e-10","0.00493689596243974","0.000232469610471255","0.394922543329428","0.578364260317536","3.47340004676331e-09","0.00853422652360603","-0.100381584356778","-0.0336963469511053","Inf","Inf","-0.0937323418811515","OK_sd","NS","NS","OK_sd","C: Status, CENTER_C"
"X3.hydroxyhexanoate","0.00294580791970415","3.21915255490159e-09","1.91387377998226e-05","2.57725841381046e-10","0.0115740123150578","0.0048395415823711","1.74735600680058e-08","7.70660747607099e-05","9.7418932243476e-10","0.0189685201830114","0.123861471560674","0.195908900169898","Inf","Inf","0.0842236701103848","C: AGE","OK_sd","OK_sd","OK_sd","C: Status, AGE, GENDER"
"N.carbamoylalanine","0.925346862269763","2.91445811487264e-18","0.0316084704248372","2.88310511232202e-08","0.431476610846188","0.935689785469499","5.81605832629731e-17","0.0576422319849189","8.30652576947129e-08","0.493971525209895","-0.0039084892386263","0.285152679215194","Inf","Inf","-0.0262835046222866","NS","OK_sd","C: AGE","OK_sd","NS"
"X3beta.hydroxy.5.cholestenoate","2.93612724152305e-15","0.879368809057368","0.00549717803563694","0.265445187123631","4.46117129432829e-09","1.54431188633596e-14","0.910870007078239","0.0123050606741304","0.287936945584946","1.67232305149268e-08","-0.32881685687981","-0.00507164243411647","Inf","Inf","-0.194159556479607","OK_sd","NS","OK_sd","NS","C: Status"
"X1.2.3.benzenetriol.sulfate..2.","0.344331175291175","0.118886883591552","0.129682019793207","0.286106440131199","0.600554820577207","0.394310046303902","0.167354254184373","0.193642826065292","0.308867493443148","0.654055290147087","-0.0391022634495458","0.0520771697460737","Inf","Inf","-0.0174958845612293","NS","NS","NS","NS","NS"
"X3.methoxycatechol.sulfate..1.","0.976489980136784","6.74400611143702e-05","0.0015986819429709","0.346458492520553","0.684512801696928","0.980101259649124","0.000177701287246991","0.0040398722469488","0.370776162736901","0.731980986526976","0.00123334549307763","0.132583055151451","Inf","Inf","-0.0135771191166925","NS","OK_sd","OK_sd","NS","NS"
"X3.methoxycatechol.sulfate..2.","5.50249413199737e-05","3.17378734906419e-08","0.0158904875077109","9.39518491408587e-20","1.38109551715073e-05","0.000113306290396365","1.50063743298959e-07","0.0313398425627583","9.58591423189062e-19","3.38905355655252e-05","-0.167804471311689","0.183280346730353","Inf","Inf","-0.144495482135728","C: GLYCATHB","OK_sd","C: AGE","OK_sd","C: CENTER_C"
"N.acetylkynurenine..2.","2.92349050207467e-09","0.00123745847267611","1.99624785127993e-21","0.00279347067024391","1.24733379679857e-07","9.26910423204516e-09","0.00258343253449459","4.51484722364478e-20","0.00419641605139154","3.90007364575036e-07","0.246999148817899","0.107626590719389","Inf","Inf","0.175286726027721","OK_sd","OK_sd","OK_sd","C: Status, GLYCATHB","C: Status"
"C.glycosyltryptophan","4.85237148760922e-06","2.67500318810201e-18","0.169480354925964","1.38738763016973e-07","0.200844059290982","1.14515967107578e-05","5.58458357885297e-17","0.244145267127955","3.65569905658316e-07","0.252123393578042","0.190415805351446","0.285457022022777","Inf","Inf","0.0427258242396153","OK_sd","OK_sd","NS","OK_sd","NS"
"arabitol.xylitol","0.0537154171406198","6.08898348408345e-30","2.02475645748541e-12","0.00010784049299041","0.678480182443606","0.0716029676422604","7.51159144354659e-28","2.12991822698271e-11","0.000199101427194538","0.72724609628519","0.0803643291005842","0.366557769390727","Inf","Inf","0.0138519408001739","C: AGE, GENDER","OK_sd","OK_sd","OK_sd","NS"
"N.acetylglucosamine.N.acetylgalactosamine","8.14819042177546e-24","7.71231203086558e-08","0.356878257633944","2.85883523205307e-05","1.28328354936458e-13","7.73223384779671e-23","3.45399585012693e-07","0.453449246825151","5.70266137724111e-05","8.06211007633212e-13","0.419134805241429","0.178135786697522","Inf","Inf","0.243804317862083","OK_sd","OK_sd","NS","OK_sd","C: Status"
"citraconate.glutaconate","0.174965588816322","3.77264979702669e-21","0.000194118457403316","6.40865860517314e-10","0.85221457509502","0.214092248894273","1.15376622668069e-19","0.000619808815756001","2.28856571768946e-09","0.87477698820268","0.0565080688588948","0.307729056959502","Inf","Inf","0.00622530669810787","NS","OK_sd","OK_sd","OK_sd","NS"
"adipoylcarnitine..C6.DC.","7.72542984828137e-06","3.72545974361202e-09","0.0581641698932493","5.55796718520271e-12","0.0943690911990198","1.76785974774331e-05","2.00613050479425e-08","0.0981701225685812","2.53092666789264e-11","0.128187043800871","0.186316234416709","0.195127761224774","Inf","Inf","0.0558558668434228","OK_sd","OK_sd","C: Status, AGE","OK_sd","NS"
"X4.hydroxyphenylacetoylcarnitine","2.85069284825153e-19","2.08112601244522e-12","7.41991721432598e-06","7.7373153847318e-34","7.98678722388061e-08","2.03599483951438e-18","1.81031281980011e-11","3.26909988955856e-05","1.94435869945945e-32","2.5561486468882e-07","0.373813701136647","0.231682738655516","Inf","Inf","0.177930096158856","OK_sd","OK_sd","OK_sd","OK_sd","OK_sd"
"nonanoylcarnitine..C9.","0.036173692748179","0.000101053122111675","0.745960587273366","9.56508446167834e-06","0.00140977271390948","0.0500908587402363","0.000260701685751983","0.798949105706359","2.04729016001538e-05","0.00263144645498648","-0.087266431578277","0.129380405686738","Inf","Inf","-0.106385567396519","C: GLYCATHB","OK_sd","NS","OK_sd","OK_sd"
"suberoylcarnitine..C8.DC.","0.000599742685422034","5.66914421993949e-13","0.000949629752962503","3.96774587075935e-12","0.238633074273254","0.0010808111874073","5.37974035416635e-12","0.00256192360789288","1.84391477623987e-11","0.293585749581872","0.141290438387734","0.237424199854884","Inf","Inf","0.039363648152549","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"glycochenodeoxycholate.3.sulfate","0.594067300135118","0.187747440642928","2.76660482252319e-05","0.0115857984193832","0.723745034466315","0.639801052605838","0.251503728482185","0.0001039967519159","0.0157062222328701","0.767882730078803","-0.0222060092298249","-0.0439979345811603","Inf","Inf","0.0118110895628556","NS","NS","OK_sd","OK_sd","NS"
"glycodeoxycholate.3.sulfate","0.598194657570235","0.931369635440714","0.000532231339727528","3.18206906653192e-06","0.33893419752775","0.643225158734397","0.949191040494418","0.00153341385989438","7.31875885302342e-06","0.398211000904898","0.0219570239894384","-0.00287792258772039","Inf","Inf","0.0319476051594637","NS","NS","OK_sd","OK_sd","NS"
"taurodeoxycholic.acid.3.sulfate","3.41160781605566e-05","0.0699498056093513","0.899625410284791","2.71717581629831e-05","0.00288896841464353","7.23367469748051e-05","0.104081015583212","0.926948885160563","5.44639229352556e-05","0.0051380473639204","-0.171770864094591","-0.0605039484810786","Inf","Inf","-0.0993133637620648","OK_sd","NS","NS","OK_sd","C: Status, CENTER_C"
"trans.3.4.methyleneheptanoate","6.03628034395605e-05","0.321121167947055","0.639831991066126","7.80747972772586e-28","4.88994437074434e-05","0.000123921821887267","0.402289221557375","0.710421310314673","1.37594155721091e-26","0.000112126970325604","-0.15102402418052","0.0331457631225226","Inf","Inf","-0.13507814041054","C: CENTER_C","NS","NS","OK_sd","C: Status, CENTER_C"
"phenol.glucuronide","2.79991294200578e-06","1.72187018129412e-05","0.529627373310753","0.00307800379681674","0.000467150997180177","6.85827050957012e-06","4.99268768379514e-05","0.621179209665248","0.00458994632118716","0.000934991007630532","0.189396702972189","0.142895318289501","Inf","Inf","0.116524733837849","OK_sd","OK_sd","NS","C: Status","C: Status, AGE, CENTER_C"
"linoleoyl.ethanolamide","0.667245402582556","0.409210618702578","0.122300271427585","1.06077062130604e-17","0.89472591838714","0.710715864446255","0.49011368894916","0.184360940198607","8.83107810286958e-17","0.912889527256654","0.0179095662445498","0.0275732392041973","Inf","Inf","-0.00442193556765628","NS","NS","NS","OK_nc","NS"
"X1.2.dilinoleoyl.GPC..18.2.18.2.","6.0258758022118e-39","2.20840920011997e-06","0.00717788697743415","0.112465202080649","3.85708653761668e-26","1.46019883278597e-37","7.25620165753704e-06","0.0155597326331919","0.129444681275183","5.88097351859082e-25","-0.543777974649828","-0.157190053590305","Inf","Inf","-0.34265814587811","OK_sd","OK_sd","C: Status, AGE, GLYCATHB","NS","C: Status"
"X1.stearoyl.2.oleoyl.GPC..18.0.18.1.","0.020643112178761","0.017886975050917","0.0528422001416725","4.71026302191135e-09","0.383608423948282","0.0299281017377977","0.0306859989179448","0.0904247989813992","1.50395927546675e-08","0.44454024875988","0.0964151915738762","0.0790059995593976","Inf","Inf","0.0291089380146699","C: AGE, CENTER_C","OK_sd","C: CENTER_C","OK_sd","NS"
"X1.palmitoyl.2.arachidonoyl.GPC..16.0.20.4n6.","2.38797275733963e-13","0.274292627007972","0.429137891351752","1.00368992584916e-09","4.10982673893103e-08","1.09475642963172e-12","0.351810108553703","0.523687156982309","3.5013039315612e-09","1.35508022148765e-07","0.305134307270948","-0.0365202710548328","Inf","Inf","0.181797979387851","OK_sd","NS","NS","OK_sd","C: Status"
"X1.palmitoyl.2.docosahexaenoyl.GPC..16.0.22.6.","0.000423178178513685","1.09943728462452e-07","7.47859842397893e-06","0.000129221371693471","0.0122176116046816","0.000782360746925164","4.72131770644136e-07","3.28429063473767e-05","0.000236007269701266","0.0198554478413808","-0.146849178638224","0.176039117449701","Inf","Inf","-0.0835895433403477","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"X1.stearoyl.2.docosahexaenoyl.GPC..18.0.22.6.","0.647634009978002","1.74035448195342e-06","2.2800707926639e-05","2.91209047312414e-11","0.351358540318512","0.691999489401692","5.90415258002699e-06","8.99434902803754e-05","1.2349083662592e-10","0.411738807609863","0.0190444757123584","0.158767100689896","Inf","Inf","0.0311356492700355","NS","OK_sd","OK_sd","OK_sd","NS"
"X1..1.enyl.stearoyl..2.oleoyl.GPE..P.18.0.18.1.","0.0815045202382997","1.93292825045774e-07","0.368701767029513","0.000715398114112616","0.0419815816362384","0.106861482090215","7.97259463790626e-07","0.464989124404321","0.00118245461735788","0.060929418481685","0.072570512041042","0.172650010813197","Inf","Inf","0.0678817956336012","NS","OK_sd","NS","OK_sd","C: AGE"
"sphingomyelin..d18.1.17.0..d17.1.18.0..d19.1.16.0.","6.77187516528711e-07","0.03577664870443","1.62185007091162e-17","0.0510228068927592","9.70890176410441e-05","1.72628689472385e-06","0.0576287660457077","2.75106318278384e-16","0.0617644504491296","0.000215629782224054","-0.2069414768878","0.0700712530686446","Inf","Inf","-0.129700612278025","OK_sd","OK_sd","OK_sd","OK_sd","C: Status"
"X1.palmitoyl.2.stearoyl.GPC..16.0.18.0.","1.27026072281333e-29","9.26923466209714e-05","0.46595638280624","4.28350491137784e-10","2.97750518360491e-23","1.72296653629788e-28","0.000240044874741714","0.562046943527172","1.57100436884858e-09","3.84807098490654e-22","-0.470831089570993","0.130070505022702","Inf","Inf","-0.323007668808908","OK_sd","OK_sd","NS","OK_sd","C: Status"
"X2.hydroxybutyrate.2.hydroxyisobutyrate","4.54673466139108e-35","1.60226140303582e-07","1.31672926510252e-05","1.75414240962905e-10","5.3951329501092e-26","8.94191150073578e-34","6.66953596294359e-07","5.48098654215987e-05","6.74326133106692e-10","8.04526968494307e-25","0.514681443651166","0.173784287076176","Inf","Inf","0.341699659261648","OK_sd","OK_sd","OK_sd","OK_sd","C: Status"
"X2.methylcitrate.homocitrate","0.416023773543463","3.27823397819953e-11","0.000113332201385361","0.0880437305628088","0.187794498323254","0.468501461160564","2.43090902099277e-10","0.000378797530246146","0.102818711165001","0.236837485338899","-0.0338851541102831","0.218975748712843","Inf","Inf","-0.0439932488062565","NS","OK_sd","OK_sd","NS","NS"
"oleate.vaccenate..18.1.","2.56905951383062e-06","4.04130590607451e-06","0.00115390302669547","1.3932200384923e-05","0.00172741836604242","6.30418401495144e-06","1.27536095687049e-05","0.00302871645498211","2.9041468390692e-05","0.00318492761239072","0.19589348063995","0.15311796229154","Inf","Inf","0.104425306506041","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, AGE"
"X2.hydroxylaurate","0.000884383156504227","0.000144975633968953","0.00121253861928269","2.15614330485536e-15","3.79338480226595e-07","0.00155858174464446","0.000362974050361383","0.00316425943532041","1.42033323528579e-14","1.09991948219549e-06","0.138157856642405","-0.126458483908903","Inf","Inf","0.168511172837431","C: CENTER_C, GLYCATHB","OK_sd","OK_sd","OK_sd","OK_sd"
"X4.HDoHE","0.0818214788946826","0.991108723053509","0.0184154820446934","2.81265575889162e-20","0.0223786039632089","0.107070151263341","0.991839629191454","0.0355473814148634","3.00533375182357e-19","0.0345874323212693","0.066345881031378","0.000372391895839292","Inf","Inf","0.076209343073556","NS","NS","OK_sd","OK_sd","C: CENTER_C"
"X1.palmitoleoylglycerol..16.1..","0.00243945355274486","0.000253754667835063","0.271476190831875","4.10944816989451e-05","0.110870365868337","0.00403699813545703","0.0006116253716735","0.363565341087757","7.94376234550833e-05","0.148373852547666","0.126252887939271","0.121798597692841","Inf","Inf","0.053238676799699","OK_sd","OK_sd","NS","OK_sd","NS"
"X2.palmitoleoylglycerol..16.1..","0.022295085055854","0.00050029646794961","0.504520222127475","1.13615690935476e-05","0.647247457020892","0.0321172297460656","0.00113339283306781","0.598456242506105","2.39776815862272e-05","0.697628911181375","0.0949560222581224","0.115918752335898","Inf","Inf","0.015290361110312","C: AGE","OK_sd","NS","OK_sd","NS"
"palmitoyl.dihydrosphingomyelin..d18.0.16.0..","1.43409908929143e-34","0.793078504331161","4.52820047504641e-14","4.76811421255614e-06","1.28953287644319e-24","2.70287842245622e-33","0.840130780934727","5.48640003985533e-13","1.06771138390077e-05","1.80401661168393e-23","-0.51081927724796","-0.0087656102306384","Inf","Inf","-0.332463988965754","OK_sd","NS","OK_sd","C: GLYCATHB","C: Status"
"tricosanoyl.sphingomyelin..d18.1.23.0..","5.15212614985672e-10","0.0656614257636398","1.06567950472915e-24","0.00119284100487143","1.05002732076055e-05","1.74785879633889e-09","0.0983471906857166","3.01276476649469e-23","0.00189319911533396","2.61471587998005e-05","-0.258869375394468","-0.0614534230049413","Inf","Inf","-0.146460712320718","OK_sd","C: Status, GENDER, CENTER_C, GLYCATHB","OK_sd","OK_sd","C: Status"
"sphingomyelin..d18.2.23.0..d18.1.23.1..d17.1.24.1..","4.1053929854845e-21","0.787265601426698","1.32071953605214e-35","0.661459347272228","4.00825773374805e-17","3.29646052148075e-20","0.83527710800315","9.43271794959348e-34","0.680098284797493","3.19953279099771e-16","-0.392811854013584","0.00901782478419691","Inf","Inf","-0.275661014507364","OK_sd","NS","OK_sd","NS","C: Status"
"sphingomyelin..d18.2.24.1..d18.1.24.2..","1.92278052561327e-32","0.737451064583479","8.15894151011934e-24","0.000301103344991882","4.19585470774617e-26","3.06966255677319e-31","0.79296441730569","2.08899691117584e-22","0.000521835554475075","6.32641648712395e-25","-0.494015668699081","-0.011202045432747","Inf","Inf","-0.342418014108942","OK_sd","NS","OK_sd","C: Status","C: Status"
"X1.stearoyl.2.linoleoyl.GPE..18.0.18.2..","4.0171743053248e-15","0.700137536627159","0.171570500940271","7.34649571210825e-11","2.08669898573829e-12","2.08065096653655e-14","0.76128736955373","0.246894135499415","2.95821800632964e-10","1.12814761898281e-11","0.327183976931228","-0.012869508548384","Inf","Inf","0.231670773642135","OK_sd","NS","NS","OK_sd","C: Status"
